group;main_unit_off;main_unit_ps;main_unit_fid
group 16;"ВЛ-6 кВ Ф-64 ПС 110/35/6 кВ ""Коханы"" (ВПО).Под отключение попала: ПС 35/6 кВ""Восточно-Кохановская""";Коханы;64
group 16;МВ-35 Т-2-Т, ВВ-6 Т-2-Т  ПС 35/6кВ «Гребенная»;35;
group 16;"ВЛ-6 кВ Ф-5 ПС 110/35/6 кВ ""Зольное"" (Жиг.ПО)";Зольное;5
group 16;"ВВ -35 С-1-Т ПС 110/35/6 кВ ""Коханы"" (ВПО)Под откл.попали: ПС 35/6 кВ ""Нов-Ключевская"",""Восточная-Черновка"",""Восточно-Кохановская""";Коханы;
group 16;"ВЛ-6 кВ Ф-4 ПС 35/6 кВ ""Кривая Лука""";Кривая Лука;4
group 16;"ВЛ-6 кВ Ф-3 ПС 35/6 кВ ""Каменка""";Каменка;3
group 4;В-6 кВ ф.5139-08;5139;8
group 16;"ВЛ-6 кВ Ф-4 ПС 35/6 кВ ""Кривая Лука""";Кривая Лука;4
group 16;"ВЛ-6 кВ Ф-4 ПС 35/6 кВ ""Кривая Лука""";Кривая Лука;4
group 9;ГПУ;ГПУ;
group 16;"ВЛ-6 кВ Ф-1 ПС 35/6 кВ ""Сытовка""";Сытовка;1
group 16;"ВЛ-110 кВ ""Бариновка-1"" ПС 220/110/6 кВ ""Просвет""(МЭС) Под отключение попали: С-1-Т ПС 110/35/6 кВ ""Бариновская"", ПС 35/6 кВ ""Желябовская"", ""Солоцкая"",""Богдановская"",Кулагинская"", ""Голубевская"", ""Парфеновская"", ""Никольская"", Т-1-Т ПС 35/6кВ""Евгеньевская"".";Бариновка-1;
group 16;"ВЛ-6 кВ Ф-2 ПС 110/35/6 кВ ""Зольное"" (Жиг.ПО)";Зольное;2
group 18;1СШ-6 кВ;;
group 16;"ВЛ-6 кВ Ф-1 ПС 110/35/6 кВ ""Снисски""(ЧПО)";Снисски;1
group 16;"ВЛ-6 кВ Ф-1 ПС 35/6 кВ ""Сытовка""";Сытовка;1
group 16;"ВЛ-6 кВ Ф-Н-7 ПС 35/6 кВ ""Елховская""";Елховская;7
group 16;"ВЛ-6 кВ Ф-2 ПС 35/6 кВ ""Карагайская""";Карагайская;2
group 18;Ф-71;;71
group 16;"ВЛ-35 кВ ""Боровская"" ПС 35/6 кВ ""ФНС"" Под посадку напряжения попала:  ПС35/10кВ ""Черновка""(СПО): ВЛ-10кВ Ф-9 (АО ""СНГ"").";Боровская;
group 16;"ВЛ-6 кВ Ф-1 ПС 35/6 кВ ""Сытовка""";Сытовка;1
group 16;"ВЛ-6 кВ Ф-1 ПС 35/6 кВ ""Сытовка""";Сытовка;1
group 16;"МВ-35 кВ ""Ветлянка-1"" ПС 35/6 кВ ""Город-2""";Город-2;
group 16;"ВЛ-6 кВ Ф-3 ПС 35/6 кВ ""Красносамарская""";Красносамарская;3
group 12;ПС35/6кВ К-203  Т-2;35;
group 12;ПС 110/35/6 кВ Мега ВЛ-35 кВ Ф№1;110;1
group 12;ПС-35/6 кВ К-3М ВЛ-6 кВ Ф-16;;16
group 12;"ПС-35/6 кВ К-1405,
ВЛ-6 кВ Ф-8";;8
group 12;      ПС-110/35/6кВ      Большечерногорская;;
group 9;ГПУ;ГПУ;
group 12;СШ-6кВ №1      ПС35/6кВ  КНС-31;35;
group 12;"ПС-220/110кВ ""Космос""";Космос;
group 12;ВЛ-6кВ Ф-18      ПС35/6кВ  К-335;35;18
group 12;ВЛ-6кВ Ф-18      ПС35/6кВ  К-325;35;18
group 12;ВЛ-6кВ Ф-8      ПС35/6кВ  К-308;35;8
group 12;ВЛ-6кВ Ф-6      ПС35/6кВ  К-2051;35;6
group 12;ВЛ-6кВ Ф-16      ПС35/6кВ  К-2051;35;16
group 12;ВЛ-6кВ Ф-14      ПС35/6кВ  К-331;35;14
group 12;ВЛ-6кВ Ф-14      ПС35/6кВ  К-2051;35;14
group 12;ВЛ-6кВ Ф-14      ПС35/6кВ  К-911;35;14
group 12;ПС-35/6 кВ К-252                    ВЛ-6 кВ Ф-7;;7
group 12;ПС-35/6 кВ К-392         ВЛ-6 кВ Ф-6;;6
group 12;ПС-35/6 кВ К-352         ВЛ-6 кВ Ф-16;;16
group 12;ПС-35/6 кВ К-110          ВЛ-6 кВ Ф-4;;4
group 12;ПС-35/6 кВ К-110          ВЛ-6 кВ Ф-6;;6
group 12;ПС-35/6 кВ ПР-20               ВЛ-6 кВ Ф-6;;6
group 12;ПС-35/6 кВ К-349          ВЛ-6 кВ Ф-5;;5
group 12;ПС-35/6 кВ К-111         ВЛ-6 кВ Ф-4;;4
group 12;ПС-35/6 кВ К-378          ВЛ-6 кВ Ф-8;;8
group 12;ПС-35/6 кВ К-250          ВЛ-6 кВ Ф-10;;10
group 12;ПС-35/6 кВ К-1945          ВЛ-6 кВ Ф-8;;8
group 12;ПС-35/6 кВ К-434          ВЛ-6 кВ Ф-6;;6
group 12;ПС-35/6 кВ К-411          ВЛ-6 кВ Ф-18;;18
group 12;ПС-35/6 кВ К-255          ВЛ-6 кВ Ф-5;;5
group 12;ПС-35/6 кВ К-255          ВЛ-6 кВ Ф-13;;13
group 12;ПС-35/6 кВ К-256          ВЛ-6 кВ Ф-6;;6
group 12;ПС-35/6 кВ К-1907          ВЛ-6 кВ Ф-16;;16
group 12;ПС-35/6 кВ К-350          ВЛ-6 кВ Ф-8;;8
group 12;ПС-35/6 кВ К-258          ВЛ-6 кВ Ф-5;;5
group 12;ПС-35/6 кВ К-272          ВЛ-6 кВ Ф-6;;6
group 12;ПС-35/6 кВ К-258          ВЛ-6 кВ Ф-10;;10
group 12;ПС-35/6 кВ К-415          ВЛ-6 кВ Ф-6;;6
group 12;ПС-35/6 кВ К-2121          ВЛ-6 кВ Ф-4;;4
group 12;ПС-35/6 кВ К-412          ВЛ-6 кВ Ф-6;;6
group 12;ПС-35/6 кВ К-412          ВЛ-6 кВ Ф-10;;10
group 12;ПС-35/6 кВ К-392          ВЛ-6 кВ Ф-14;;14
group 12;ПС-35/6 кВ К-2181          ВЛ-6 кВ Ф-16;;16
group 12;ПС-35/6 кВ К-399          ВЛ-6 кВ Ф-5;;5
group 12;ПС-35/6 кВ К-399          ВЛ-6 кВ Ф-7;;7
group 12;ПС-35/6 кВ К-115          ВЛ-6 кВ Ф-13;;13
group 12;ПС-35/6 кВ К-411          ВЛ-6 кВ Ф-8;;8
group 12;ПС-35/6 кВ К-411          ВЛ-6 кВ Ф-4;;4
group 12;ПС-35/6 кВ К-382          ВЛ-6 кВ Ф-6;;6
group 12;ПС-35/6 кВ К-382          ВЛ-6 кВ Ф-16;;16
group 12;ПС-35/6 кВ К-633         ВЛ-6 кВ Ф-16;;16
group 12;ПС-35/6 кВ К-59       ВЛ-6 кВ Ф-18;;18
group 12;П/СТ 110 КНС 5А ВЛ-35 кВ Ф-2;;2
group 12;П/СТ 110 КНС 5А ВЛ-35 кВ Ф-3;;3
group 12;ПС-35/6 кВ КНС-3М       ВЛ-6 кВ Ф-16;;16
group 12;ПС-35/6 кВ К-706        ВЛ-6 кВ Ф-6;;6
group 12;ПС-35/6 кВ Ленинградская      ВЛ-6 кВ Ф-16;;16
group 12;ПС-35/6 кВ К-27      ВЛ-6 кВ Ф-16;;16
group 12;ПС-35/6 кВ К-27      ВЛ-6 кВ Ф-4;;4
group 12;ПС-35/6 кВ К-96      ВЛ-6 кВ Ф-14;;14
group 12;ПС-35/6 кВ К-100      ВЛ-6 кВ Ф-4;;4
group 12;ПС-35/6 кВ К-98      ВЛ-6 кВ Ф-4;;4
group 12;ПС-35/6 кВ К-50      ВЛ-6 кВ Ф-6;;6
group 12;ПС-35/6 кВ К-525      ВЛ-6 кВ Ф-10;;10
group 12;ПС-35/6 кВ К-34      ВЛ-6 кВ Ф-4;;4
group 12;ПС-35/6 кВ К-782      ВЛ-6 кВ Ф-6;;6
group 12;ПС-35/6 кВ К-90      ВЛ-6 кВ Ф-8;;8
group 12;ПС-35/6 кВ К-456     ВЛ-6 кВ Ф-16;;16
group 12;ПС-35/6 кВ К-549     ВЛ-6 кВ Ф-4;;4
group 12;ПС-35/6 кВ К-549     ВЛ-6 кВ Ф-5;;5
group 12;ПС-35/6 кВ К-552     ВЛ-6 кВ Ф-4;;4
group 12;ПС-35/6 кВ К-1427     ВЛ-6 кВ Ф-17;;17
group 12;ПС-35/6 кВ К-26     ВЛ-6 кВ Ф-4;;4
group 12;ПС-35/6 кВ К-76 ВЛ-6 кВ Ф-4     ;;4
group 12;ПС-35/6 кВ КНС-19   ВЛ-6 кВ Ф-16;;16
group 12;ПС-35/6 кВ К-529    ВЛ-6 кВ Ф-4;;4
group 12;ПС-35/6 кВ К-30   ВЛ-6 кВ Ф-12;;12
group 12;ПС-35/6 кВ К-19  ВЛ-6 кВ Ф-10;;10
group 12;ПС-35/6 кВ К-513  ВЛ-6 кВ Ф-7;;7
group 12;ПС-35/6 кВ К-130  ВЛ-6 кВ Ф-7;;7
group 12;ПС-35/6 кВ К-15  ВЛ-6 кВ Ф-10;;10
group 12;ПС-35/6 кВ К-66                ВЛ-6 кВ Ф-16;;16
group 12;ПС-35/6 кВ К-83  ВЛ-6 кВ Ф-5;;5
group 12;ПС-35/6 кВ К-9М  ВЛ-6 кВ Ф-18;;18
group 12;ПС-35/6 кВ К-9М  ВЛ-6 кВ Ф-16;;16
group 12;ВЛ-35кВ Ф-3      ПС110/35/6кВ  Молодёжная;110;3
group 12;ВЛ-6кВ Ф-6      ПС35/6кВ  К-1 Тюм. м/р;35;6
group 12;ВЛ-6кВ Ф-16      ПС35/6кВ  Ново-Молодёжная Н/М м/р;35;16
group 12;ВЛ-6кВ Ф-7 ПС35/6кВ  К-357;35;7
group 12;ВЛ-6кВ Ф-16      ПС35/6кВ  К-2517;35;16
group 12;ВЛ-6кВ Ф-5      ПС35/6кВ  Пр-17;35;5
group 12;ПС-35/6 кВ К-529        ВЛ-6 кВ Ф-4;;4
group 12;ПС-110 КНС-3А ВЛ-35 кВ Ф-3;;3
group 12;ПС-35/6 кВ К-96          ВЛ-6 кВ Ф-14;;14
group 12;ПС-35/6 кВ К-9М        ВЛ-6 кВ Ф-16;;16
group 12;ПС-35/6 кВ К-1427      ВЛ-6 кВ Ф-2;;2
group 12;ПС-35/6 кВ К-502        ВЛ-6 кВ Ф-6;;6
group 12;ПС-35/6 кВ К-797        ВЛ-6 кВ Ф-16;;16
group 12;ПС-35/6 кВ К-1066      ВЛ-6 кВ Ф-4;;4
group 12;ПС-35/6 кВ К-100        ВЛ-6 кВ Ф-4;;4
group 12;ПС-35/6 кВ К-517         ВЛ-6 кВ Ф-14;;14
group 12;ПС-35/6 кВ К-507         ВЛ-6 кВ Ф-6;;6
group 12;ПС-35/6 кВ К-98          ВЛ-6 кВ Ф-6;;6
group 12;ПС-35/6 кВ КНС-3М      ВЛ-6 кВ Ф-8;;8
group 12;ПС-35/6 кВ К-672        ВЛ-6 кВ Ф-8;;8
group 12;ПС-35/6 кВ К-9М         ВЛ-6 кВ Ф-4;;4
group 12;ПС-35/6 кВ К-1221      ВЛ-6 кВ Ф-4;;4
group 12;ПС-35/6 кВ К-1144      ВЛ-6 кВ Ф-4;;4
group 12;ПС-35/6 кВ К-66          ВЛ-6 кВ Ф-16;;16
group 12;ПС-35/6 кВ К-88          ВЛ-6 кВ Ф-4;;4
group 12;ПС-110 КНС-9А          ВЛ-35 кВ Ф-5;;5
group 12;ПС-35/6 кВ К-782         ВЛ-6 кВ Ф-4;;4
group 12;ПС-35/6 кВ К-252          ВЛ-6 кВ Ф-7;;7
group 12;ПС-35/6 кВ К-1945          ВЛ-6 кВ Ф-4;;4
group 12;ПС-35/6 кВ К-1892         ВЛ-6 кВ Ф-18;;18
group 12;ПС-35/6 кВ К-110          ВЛ-6 кВ Ф-6;;6
group 12;ПС-35/6 кВ К-1841          ВЛ-6 кВ Ф-17;;17
group 12;ПС-35/6 кВ К-868          ВЛ-6 кВ Ф-14;;14
group 12;ПС-35/6 кВ К-255        ВЛ-6 кВ Ф-7;;7
group 12;ПС-35/6 кВ К-468         ВЛ-6 кВ Ф-6;;6
group 12;ПС-35/6 кВ К-1892         ВЛ-6 кВ Ф-16;;16
group 12;ПС-35/6 кВ К-1892         ВЛ-6 кВ Ф-16;;16
group 12;ПС-35/6 кВ К-272        ВЛ-6 кВ Ф-6;;6
group 12;ПС-35/6кВ К-264     ВЛ-6 кВ ф-18;;18
group 12;ПС-35/6кВ К-2121     ВЛ-6 кВ ф-16;;16
group 12;ПС-35/6кВ К-92            ВЛ-6 Ф-4 ;;4
group 12;ПС-35/6кВ К-136         ВЛ-6 Ф-8 ;;8
group 12;ПС-35/6кВ К-126   ВЛ-6 Ф-18;;18
group 12;ПС-35/6кВ К-1275   ВЛ-6 Ф-6;;6
group 12;ВЛ-110 Мегион-Кирьяновская;;
group 12;"ПС-35/6кВ К-30,
ВЛ-6 Ф-9";;9
group 12;ПС-110/35/6кВ КНС-11                     Т-1;;
group 12;"П/СТ 35/6 кВ ""Ленинградская"" ВЛ-6 кВ Ф-4";;4
group 4;В-6кВ агр.1;;
group 12;"ПС-35/6кВ К-399,
ВЛ-6кВ Ф-16";;16
group 19;Реклоузер ВВМ-1 ф.337-16 ПС Карача-Елга;337;16
group 19;"ф.4,6  ПС ""Малиновка""";Малиновка;
group 12;ПС-35/6кВ К-236                ВЛ-6кВ Ф-6;к-236;6
group 12;"ПС-35/6кВ К-2181,
Т-1";;
group 4;В-6 ф.126-16;126;16
group 12;ПС-35/6кВ К-1808                ВЛ-6кВ Ф-8;к-1808;8
group 12;ПС-35/6кВ КНС-21               ВЛ-6кВ Ф-8;кнс-21;8
group 12;КТПН 6/,4кВ №1, 2, 3 на К-2031Б;;
group 12;ПС-35/6кВ К-502               ВЛ-6кВ Ф-10;к-502;10
group 12;ПС-35/6кВ К-26               ВЛ-6кВ Ф-21;к-26;21
group 12;ПС-35/6кВ К-1337               ВЛ-6кВ Ф-8;к-1337;8
group 12;ПС-35/6кВ К-839              ВЛ-6кВ Ф-18;к-839;18
group 12;ПС-35/6 кВ К-89     Т1;;
group 12;ПС-35/6 кВ К-774         ВЛ-6 кВ Ф-8;;8
group 19;ГПУ-2;;
group 12;ВЛ-6кВ Ф-4      ПС35/6кВ  К-333;35;4
group 12; ПС35/6кВ  Малочерногорская;35;
group 12;"ВЛ-220кВ  ""Белозёрная-Мачтовая""";Белозёрная-Мачтовая;
group 12;"ВЛ-220кВ  ""Белозёрная-Мачтовая""";Белозёрная-Мачтовая;
group 12;ПС-35/6 кВ К-404 ВЛ-6 кВ Ф-6;;6
group 12;ПС-35/6 кВ К-382 ВЛ-6 кВ Ф-8;;8
group 12;КТПН 6/0,4 кВ №2*630 кВА К-1714;;
group 12;ПС-35/6 кВ К-13 ВЛ-6 кВ  Ф-8;;8
group 12;ПР-1 ПЛУ-6 кВ №5-6;;
group 12;КТПН 6/0,4 кВ №1*160 кВА К-554;;
group 12;КТПН 6/0,4кВ №1 630кВА на К-2019;;
group 12;ВЛ-6кВ Ф-6 ПС-35/6 к-1453;;6
group 12;ВЛ-6кВ Ф-7      ПС35/6кВ  Новомолодёжная;35;7
group 12;ВЛ-6кВ Ф-18 ПС-35/6 к-839 ;;18
group 12;ВЛ-6кВ Ф-6    ПС35/6кВ  К-1587;35;6
group 12;ЛР-6кВ оп.1 Ф-10 ПС-35/6 кВ к-24;;10
group 12;БСК-1350кВАр;;
group 12;КТПН 6/0,4кВ №2 630кВА к-2047;;
group 12;ПС-35/6 к-9М ВЛ-6кВ Ф-15 ;к-9м;15
group 12;ВЛ-6кВ Ф-16 ПС-35/6 к-302 ;;16
group 12;ВЛ-6кВ Ф-18 ПС-35/6 к-874 ;;18
group 12;ВЛ-6кВ Ф-1      ПС35/6кВ  К-1662;35;1
group 12;ВЛ-6кВ Ф-18      ПС35/6кВ  К-335;35;18
group 12; ВЛ-35кВ Ф-3 ПС-110/35/6 КНС-5Б ;;3
group 12;ВЛ-6кВ Ф-4 ПС-35/6 к-846 ;;4
group 12;ПС-35/6 к-1066 ВЛ-6кВ Ф-4 ;к-1066;4
group 12;ПС-35/6 к-1066 ВЛ-6кВ Ф-6 ;к-1066;6
group 12;ВЛ-35кВ Ф-1      ПС110/35/6кВ  Каскад;110;1
group 12;ПС-35/6 к-465 ВЛ-6кВ Ф-14 ;к-465;14
group 12;ПС-110/35/6 КНС-7 ВЛ-35кВ Ф-4 ;кнс-7;4
group 12;ПС-35/6 к-806 ВЛ-6кВ Ф-16;к-806;16
group 12;ПС-35/6 к-1954 ВЛ-6кВ Ф-11;к-1954;11
group 12;ПС-35/6 к-1828 ВЛ-6кВ Ф-5;к-1828;5
group 12;ПС-35/6 к-1828 ВЛ-6кВ Ф-6;к-1828;6
group 12;ПС-35/6 к-924 ВЛ-6кВ Ф-14;к-924;14
group 12;ПС-35/6 к-418 ВЛ-6кВ Ф-8;к-418;8
group 12;ПС-35/6 к-439 ВЛ-6кВ Ф-16;к-439;16
group 12;ПС-35/6 к-126 ВЛ-6кВ Ф-18;к-126;18
group 12;ПС-35/6 к-2121 ВЛ-6кВ Ф-4 ;к-2121;4
group 12;ПС-35/6 К-2076    ВЛ-35кВ Ф-3 ;к-2076;3
group 11;"яч.№15 ф-3; яч.№10 ф-4.";;3
group 12;ПС-35/6 кВ К-119            Т1 6.3 МВА;;
group 12; ВЛ-6кВ Ф-14 ПС-35/6 к-135 ;;14
group 12;ВЛ-110 Факел-Комета-1цепь;;
group 12;ВЛ-110 Факел-Комета-1цепь;;
group 12;  ВЛ-6кВ ф-16 ПС-35/6кВ К-96;;16
group 12;ПС-35/6 к-128                     ВЛ-6кВ Ф-1;к-128;1
group 12; ВЛ-6кВ Ф-8 ПС-35/6 к-1892 ;;8
group 12;ВЛ-110 Мачтовая-Истоминская, ВЛ-110 Варьеган-Бахиловская;;
group 12;ПС-35/6 к-244 ВЛ-6кВ Ф-17;к-244;17
group 12;ПС-35/6 к-286  ВЛ-6кВ Ф-6;к-286;6
group 12;ПС-35/6 к-294 ВЛ-6кВ Ф-10;к-294;10
group 12;ПС-35/6 к-868  ВЛ-6кВ Ф-14;к-868;14
group 12;ПС-35/6 к-1828  ВЛ-6кВ Ф-6;к-1828;6
group 12;ПС-35/6 к-286  ВЛ-6кВ Ф-10;к-286;10
group 12;ПС-35/6 к-236  ВЛ-6кВ Ф-18;к-236;18
group 12;ПС-35/6 к-209  ВЛ-6кВ Ф-6;к-209;6
group 12;ПС-35/6 к-135  ВЛ-6кВ Ф-6;к-135;6
group 12;ПС-35/6 к-203  ВЛ-6кВ Ф-8;к-203;8
group 12;ПС-35/6 к-135  ВЛ-6кВ Ф-7;к-135;7
group 12;ВЛ-35кВ Ф-1       ПС110/35/6кВ  БольшеЧерногорская;110;1
group 12;ВЛ-35кВ Ф-2       ПС110/35/6кВ  КНС-32;110;2
group 12;ВЛ-35кВ Ф-4       ПС110/35/6кВ  КНС-32;110;4
group 12;ВЛ-6кВ Ф-17      ПС35/6кВ  ДНС Г/Ё м/р;35;17
group 12;ПС-35/6 к-633 ВЛ-6кВ Ф-18;к-633;18
group 12;ПС-35/6 к-552  ВЛ-6кВ Ф-8;к-552;8
group 12;ПС-35/6 к-809  ВЛ-6кВ Ф-18;к-809;18
group 12;ПС-35/6 к-1907 ВЛ-6кВ Ф-16;к-1907;16
group 12;ВЛ-6кВ Ф-18      ПС35/6кВ  Малочерногорская;35;18
group 12;ВЛ-6кВ Ф-4      ПС35/6кВ К-1570;35;4
group 12;ПС-110/35/6 Усть-Вахская ВЛ-35кВ  Ф-8;усть-вахская;8
group 12;"ПС-110/35/6кВ ""Самолор"" ВЛ-35кВ Ф№2";Самолор;2
group 12;ПС-35/6 к-271  ВЛ-6кВ Ф-8;к-271;8
group 12;ПС-35/6 к-302  ВЛ-6кВ Ф-6;к-302;6
group 12;"ПС-110/35/6кВ ""КНС-18"" ВЛ-35кВ Ф№1";КНС-18;1
group 12;ВЛ-6кВ Ф-10      ПС35/6кВ К-1531;35;10
group 12;ВЛ-110 Факел-Комета-1цепь;;
group 12;ВЛ-110 Факел-Комета-1цепь;;
group 12;ПС-110/35/6 КНС-3а ВЛ-35кВ Ф-1,4;кнс-3а;
group 12;ПС-110/35/6              КНС-33                        ВЛ-35кВ Ф-1.;кнс-33;1
group 12;ПС-110/35/6              КНС-33                        ВЛ-35кВ Ф-3.;кнс-33;3
group 12;ВЛ-110 Комета-КНС-37 1,2цепь;;
group 12;ПС-35/6 к-46  ВЛ-6кВ Ф-15;к-46;15
group 12;ПС-35/6 к-43 ВЛ-6кВ Ф-6;к-43;6
group 12;ПС-35/6 к-62 ВЛ-6кВ Ф-14;к-62;14
group 12;ПС-35/6 к-552 ВЛ-6кВ Ф-8;к-552;8
group 12;ПС-35/6 к-797 ВЛ-6кВ Ф-16;к-797;16
group 12;ПС-35/6 к-1337 ВЛ-6кВ Ф-18;к-1337;18
group 12;ПС-35/6 к-670 ВЛ-6кВ  Ф-8;к-670;8
group 12;ПС-35/6 к-111                           ВЛ-6кВ Ф-16;к-111;16
group 12;ПС-35/6 к-289                           ВЛ-6кВ Ф-7;к-289;7
group 12;ВЛ-35кВ Ф-2, 4      ПС110/35/6кВ  УПСВ-1;110;
group 12;ВЛ-110 Факел-Комета 1цепь;;
group 12;ВЛ-110 Факел-Комета 1цепь;;
group 12;ВЛ-110 Меридиан-Узловая 2цепь;;
group 12;ВЛ-35кВ Ф-3      ПС110/35/6кВ  Каскад;110;3
group 12;"П/СТ 110/35/6 ""Мега"" ВЛ-35 кВ    Ф-2,4";;
group 12;ПС-35/6 к-66 ВЛ-6кВ Ф-14;к-66;14
group 12;ПС-35/6 к-515  ВЛ-6кВ Ф-4;к-515;4
